dt,u0,u1,u2,u3,robot_current_state_x,y,z,qw,qx,qy,qz,Vx,Vy,Vz,x_next,y_next,z_next,qw_next,qx_next,qy_next,qz_next,Vx_next,Vy_next,Vz_next
0.040000000,-0.186585,-0.200257,0.00098132,9.8066,-0.016101,0.559569,0.828315,0.999995,-0.00152912,-0.0015182,-0.00229007,-0.143434,0.134515,-0.0357926,-0.0102502,0.55409,0.829751,0.99996,-0.00597907,-0.00629692,-0.00199823,-0.00254465,0.00256327,-3.73098e-05,
0.012000000,-0.106119,-0.114285,0.0011188,9.81997,-0.0172238,0.560622,0.82803,0.99999,-0.00260021,-0.00266303,-0.00233468,4.68015e-310,0,6.95296e-310,-0.0176709,0.561052,0.828092,0.999931,-0.00791946,-0.00836457,-0.00227794,-0.0108049,0.0103549,0.00121345,
0.020000000,0.122414,0.131654,0.001141,9.93162,-0.0183365,0.561664,0.827744,0.999983,-0.00366818,-0.00380405,-0.00237735,-0.140393,0.131604,-0.0357055,-0.0325358,0.574986,0.824798,0.99999,0.00246792,0.00276426,-0.00232107,-0.141423,0.132799,-0.0232185,
0.028000000,0.122414,0.131654,0.001141,9.93162,-0.0238092,0.566789,0.826313,0.999917,-0.00864196,-0.00915953,-0.00256246,4.68015e-310,0,6.95296e-310,-0.0325358,0.574986,0.824798,0.99999,0.00246792,0.00276426,-0.00232107,-0.141423,0.132799,-0.0232185,
0.052000000,0.0296939,0.0321463,0.00130956,9.8385,-0.0303637,0.57291,0.824753,0.999832,-0.0124036,-0.0131925,-0.00273046,4.68015e-310,0,6.95296e-310,-0.0316057,0.574085,0.824882,0.99987,-0.0109156,-0.0115887,-0.00266533,-0.0243154,0.0230049,0.0026194,
0.040000000,0.0499833,0.0519835,0.00137802,9.84237,-0.0370976,0.579184,0.823672,0.99982,-0.012951,-0.0135886,-0.00287433,4.68015e-310,0,6.95296e-310,-0.0383464,0.58038,0.823821,0.999881,-0.0104456,-0.0109961,-0.00280513,-0.0241281,0.0230931,0.00300774,
0.048000000,0.0499833,0.0519835,0.00137802,9.84237,-0.0451983,0.586739,0.822735,0.999811,-0.0132475,-0.0138821,-0.00299099,-0.145868,0.136135,-0.0155974,-0.0383464,0.58038,0.823821,0.999881,-0.0104456,-0.0109961,-0.00280513,-0.0241281,0.0230931,0.00300774,
0.052000000,0.0776195,0.0826669,0.00144867,9.84668,-0.0511382,0.592291,0.822189,0.999824,-0.0127601,-0.0134507,-0.00302055,4.68015e-310,0,6.95296e-310,-0.0523238,0.593423,0.822362,0.999913,-0.00886815,-0.00932874,-0.00294862,-0.0223637,0.0213609,0.00351724,
0.040000000,0.29898,0.322701,0.00145592,9.86142,-0.0571923,0.597957,0.821846,0.999874,-0.0107012,-0.0113139,-0.00303053,-0.151768,0.142083,-0.00714156,-0.0729542,0.61273,0.821397,0.999975,0.00429538,0.00477608,-0.00296055,-0.158196,0.14842,-0.00178019,
0.048000000,0.29898,0.322701,0.00145592,9.86142,-0.0645206,0.604826,0.821817,0.999949,-0.00659042,-0.00700065,-0.00306028,-0.152408,0.142942,0.0015383,-0.0729542,0.61273,0.821397,0.999975,0.00429538,0.00477608,-0.00296055,-0.158196,0.14842,-0.00178019,
0.040000000,0.270699,0.292846,0.00146877,9.83853,-0.0717289,0.611598,0.82218,0.999992,-0.00178968,-0.00195639,-0.00311871,-0.148952,0.13999,0.00922569,-0.0799706,0.619324,0.822127,0.999942,0.00698853,0.00760042,-0.00298799,-0.151818,0.142549,0.0046654,
0.012000000,-0.00809418,-0.00670885,0.00149947,9.8441,-0.0729052,0.612704,0.822268,0.999994,-0.000767064,-0.000864206,-0.00312725,4.68015e-310,0,6.95296e-310,-0.0730009,0.612793,0.822455,0.999994,-0.00117288,-0.00119832,-0.00305237,-0.00202447,0.00191596,0.00374558,
0.040000000,0.159396,0.173111,0.00151636,9.80823,-0.0786076,0.618073,0.822778,0.999971,0.00475261,0.00504728,-0.00316318,-0.140753,0.132575,0.0133442,-0.091908,0.630601,0.824108,0.99982,0.0127494,0.0136765,-0.00308623,-0.122444,0.115353,0.0131623,
0.048000000,0.103219,0.112586,0.00154951,9.78584,-0.0848678,0.623989,0.823656,0.999906,0.00917834,0.0097053,-0.00323322,-0.126342,0.119535,0.0199142,-0.0963728,0.634872,0.825519,0.999775,0.0143575,0.0153163,-0.00315408,-0.101934,0.0964284,0.0172517,
0.052000000,0.0579103,0.0638098,0.00159642,9.76816,-0.0903125,0.629155,0.824776,0.999842,0.012004,0.0126777,-0.00333099,-0.108924,0.103442,0.0238894,-0.0998674,0.638228,0.826937,0.999758,0.0149106,0.015857,-0.00324956,-0.0811431,0.0770653,0.0192913,
0.040000000,-0.130731,-0.137841,0.0016241,9.82615,-0.0941771,0.632833,0.825715,0.99977,0.0145413,0.015408,-0.00338862,4.68015e-310,0,6.95296e-310,-0.0928924,0.631614,0.82578,0.999926,0.00798361,0.00853794,-0.00330678,0.0234521,-0.022209,0.00140874,
0.020000000,-0.137367,-0.145112,0.00163016,9.82441,-0.09554,0.634132,0.826068,0.999742,0.0154144,0.0163497,-0.00340125,4.68015e-310,0,6.95296e-310,-0.0941752,0.632839,0.826121,0.999917,0.00852385,0.00911739,-0.00331914,0.0249367,-0.0235983,0.00116445,
0.040000000,-0.0380269,-0.0403912,0.00163485,9.76787,-0.0984668,0.636931,0.826878,0.99969,0.0168937,0.017944,-0.00340848,-0.0696228,0.0666452,0.0199825,-0.103748,0.642002,0.828628,0.999755,0.0149875,0.0159301,-0.00332675,-0.0366491,0.0354013,0.0150518,
0.040000000,-0.0521564,-0.0554716,0.0016302,9.75614,-0.101049,0.639419,0.82788,0.99973,0.015775,0.0167114,-0.00339871,-0.0485936,0.0469244,0.021225,-0.104374,0.642652,0.829704,0.999811,0.0131597,0.0139461,-0.00331737,-0.0187853,0.0186013,0.0153101,
0.048000000,-0.0521564,-0.0554716,0.0016302,9.75614,-0.102714,0.641038,0.828907,0.999805,0.0133345,0.0141554,-0.00338516,-0.0304319,0.0296695,0.0209654,-0.104374,0.642652,0.829704,0.999811,0.0131597,0.0139461,-0.00331737,-0.0187853,0.0186013,0.0153101,
0.012000000,-0.0944358,-0.0998727,0.00162068,9.81214,-0.102916,0.641235,0.829066,0.999815,0.0129798,0.0137977,-0.00338095,4.68015e-310,0,6.95296e-310,-0.101729,0.640112,0.829066,0.999922,0.00824285,0.00881962,-0.00329952,0.02212,-0.0208955,7.40305e-05,
0.040000000,-0.0478321,-0.0523051,0.00160533,9.75761,-0.103644,0.641952,0.829767,0.999858,0.011266,0.0120715,-0.00334661,-0.0159784,0.0157959,0.0166609,-0.104152,0.642507,0.831165,0.999911,0.00886689,0.00946363,-0.00326692,0.00496735,-0.00391628,0.0113354,
0.040000000,-0.0515032,-0.0553654,0.00157915,9.80648,-0.10396,0.642276,0.830356,0.999902,0.00928758,0.00998937,-0.00329359,4.68015e-310,0,6.95296e-310,-0.103074,0.641446,0.830341,0.999946,0.00670428,0.00722905,-0.00321461,0.0168329,-0.0157362,-0.000285458,
0.048000000,-0.0229467,-0.0254406,0.00154083,9.80351,-0.103911,0.642254,0.83096,0.999946,0.00668304,0.00727021,-0.00321331,4.68015e-310,0,6.95296e-310,-0.103241,0.641635,0.830936,0.999962,0.00553223,0.00600141,-0.00313643,0.0129722,-0.012016,-0.000468786,
0.040000000,0.00177531,-0.000854905,0.00149204,9.80092,-0.103535,0.641921,0.831441,0.999973,0.00436324,0.00496577,-0.00311073,4.68015e-310,0,6.95296e-310,-0.103051,0.641489,0.831408,0.999973,0.00445224,0.00492242,-0.00303676,0.00966452,-0.00866955,-0.000654153,
0.052000000,0.0209279,0.0191749,0.0014332,9.79853,-0.102956,0.641398,0.83186,0.999988,0.00251135,0.00303059,-0.00298778,4.68015e-310,0,6.95296e-310,-0.102629,0.641116,0.831818,0.999981,0.00356081,0.00398601,-0.00291688,0.00685757,-0.00597001,-0.000849662,
0.020000000,0.00398882,9.42292e-05,0.00142237,9.77139,-0.102848,0.6413,0.831925,0.999989,0.00226935,0.00277264,-0.00296554,0.0131883,-0.0119199,0.00825015,-0.101258,0.639879,0.832572,0.999989,0.002469,0.00277659,-0.00289497,0.018597,-0.0165657,0.0047029,
0.028000000,0.00398882,9.42292e-05,0.00142237,9.77139,-0.102274,0.640783,0.832217,0.999993,0.0013396,0.00181812,-0.0028508,4.68015e-310,0,6.95296e-310,-0.101258,0.639879,0.832572,0.999989,0.002469,0.00277659,-0.00289497,0.018597,-0.0165657,0.0047029,
0.040000000,0.016501,0.0115391,0.00131242,9.77911,-0.101674,0.640247,0.832436,0.999995,0.000688613,0.0012086,-0.00273615,0.0150619,-0.0134144,0.00497606,-0.100031,0.638811,0.832796,0.999994,0.00151531,0.00178324,-0.00267113,0.0179818,-0.0155775,0.00222047,
0.052000000,0.0213399,0.0149118,0.00124263,9.78602,-0.100947,0.63961,0.832583,0.999996,0.000153401,0.000743395,-0.00259044,0.0151127,-0.0131657,0.00256627,-0.0993388,0.638243,0.832737,0.999995,0.00122237,0.00148621,-0.00252898,0.0172911,-0.0145176,0.000504805,
0.048000000,0.0232874,0.0162652,0.0011687,9.79391,-0.100231,0.639001,0.832617,0.999997,-4.7614e-05,0.000516637,-0.0024362,0.0148102,-0.0124833,3.5458e-05,-0.0986734,0.637719,0.832557,0.999996,0.00111877,0.00132706,-0.0023784,0.0166134,-0.0135367,-0.00123591,
0.040000000,0.0247705,0.0180199,0.00109369,9.80226,-0.0995362,0.638431,0.832529,0.999997,-0.000177538,0.000282599,-0.00227989,0.0143409,-0.0116602,-0.00245083,-0.0980451,0.637242,0.832263,0.999996,0.00106305,0.00118078,-0.00222571,0.0157734,-0.0125315,-0.0028868,
0.012000000,0.0436276,0.0416397,0.00108101,9.79467,-0.0994229,0.63834,0.832504,0.999997,-0.000182315,0.000256084,-0.00225296,4.68015e-310,0,6.95296e-310,-0.0993302,0.638286,0.832444,0.999993,0.00200376,0.00233316,-0.00219984,0.00253211,-0.00178967,-0.00119919,
0.040000000,0.0246039,0.0187495,0.00101539,9.80959,-0.09887,0.637903,0.832337,0.999998,-0.000140589,0.000172528,-0.00211673,0.0137038,-0.0107824,-0.0044545,-0.0974521,0.636798,0.831906,0.999997,0.0010916,0.0011074,-0.00206631,0.0149574,-0.0117179,-0.00415706,
0.048000000,0.0389237,0.0390538,0.000949972,9.79656,-0.09834,0.637493,0.832117,0.999998,7.25238e-05,0.000263553,-0.00198067,4.68015e-310,0,6.95296e-310,-0.0982506,0.637422,0.832066,0.999994,0.00202258,0.00221238,-0.00193353,0.00242155,-0.00205721,-0.00101078,
0.040000000,0.0332215,0.0348098,0.000873073,9.79809,-0.0977299,0.637028,0.831813,0.999998,0.000496237,0.000520636,-0.00182096,4.68015e-310,0,6.95296e-310,-0.0976223,0.636924,0.831771,0.999994,0.0021605,0.00225807,-0.0017773,0.00271792,-0.00260797,-0.000859373,
0.052000000,0.0270669,0.0296544,0.000800701,9.79984,-0.0971354,0.636573,0.831465,0.999998,0.000963045,0.000863867,-0.00167047,4.68015e-310,0,6.95296e-310,-0.0970026,0.636434,0.831431,0.999993,0.0023189,0.00234428,-0.00163017,0.00313862,-0.00322142,-0.000686733,
0.048000000,0.0197061,0.0222835,0.000725543,9.80196,-0.0965416,0.636108,0.831045,0.999997,0.00153737,0.00140841,-0.00151382,4.68015e-310,0,6.95296e-310,-0.0963674,0.635925,0.831021,0.999993,0.00252441,0.00252103,-0.00147722,0.00384565,-0.00398707,-0.000480182,
0.040000000,0.0135449,0.0154857,0.000649357,9.8044,-0.0959249,0.635609,0.830551,0.999995,0.00199524,0.00189635,-0.00135481,4.68015e-310,0,6.95296e-310,-0.095714,0.635391,0.830539,0.999992,0.00267359,0.00266965,-0.00132208,0.00447054,-0.00458346,-0.000241177,
0.012000000,-0.00501324,-0.00731335,0.000637239,9.83946,-0.0958184,0.635521,0.830462,0.999995,0.00205524,0.00197828,-0.00132812,0.0131608,-0.0108071,-0.0109131,-0.0943199,0.634246,0.829534,0.999996,0.00180416,0.00161288,-0.00129651,0.0166893,-0.0146091,-0.0076409,
0.040000000,0.00876548,0.00897382,0.000574315,9.80715,-0.0952645,0.635057,0.829987,0.999994,0.00231613,0.00234943,-0.00119785,4.68015e-310,0,6.95296e-310,-0.0950198,0.634815,0.829989,0.999992,0.002755,0.00279752,-0.00116913,0.00504177,-0.00497927,2.92975e-05,
0.048000000,-0.0144295,-0.0177258,0.000513941,9.84586,-0.0946675,0.634547,0.829517,0.999994,0.00238561,0.00238641,-0.00107078,0.015153,-0.0129828,-0.0115094,-0.0929465,0.633037,0.828562,0.999997,0.00166325,0.00150084,-0.00104548,0.0189761,-0.0169733,-0.00759884,
0.040000000,-0.0161309,-0.0201184,0.000443149,9.84741,-0.0938928,0.633873,0.828981,0.999995,0.00219733,0.00225351,-0.000923123,0.0164284,-0.0143553,-0.011196,-0.0920612,0.632248,0.828065,0.999998,0.00138991,0.00124829,-0.000901358,0.0198735,-0.0178909,-0.0071281,
0.040000000,0.00866613,0.00775566,0.000390261,9.81391,-0.093206,0.633268,0.828566,0.999996,0.00195587,0.00203134,-0.000813744,4.68015e-310,0,6.95296e-310,-0.0929941,0.633061,0.828601,0.999994,0.00238953,0.00241873,-0.000794353,0.0043638,-0.00426803,0.000711565,
0.012000000,0.00966672,0.00899538,0.000370042,9.81459,-0.0929222,0.633016,0.828419,0.999996,0.00181303,0.00185988,-0.000771633,4.68015e-310,0,6.95296e-310,-0.0927251,0.632822,0.828459,0.999994,0.00229674,0.00230924,-0.000753215,0.00408873,-0.00403667,0.000781822,
0.048000000,-0.0133813,-0.0163518,0.000319952,9.84,-0.0921979,0.63237,0.828104,0.999998,0.00136141,0.00130388,-0.000666518,0.0181715,-0.0162211,-0.0075693,-0.0902793,0.630636,0.827514,0.999999,0.000691815,0.000486716,-0.000650761,0.0199321,-0.0182426,-0.00423342,
0.040000000,-0.0133813,-0.0163518,0.000319952,9.84,-0.0913227,0.631582,0.827763,0.999999,0.000973573,0.000923288,-0.000540239,0.0181878,-0.0164341,-0.00705927,-0.0902793,0.630636,0.827514,0.999999,0.000691815,0.000486716,-0.000650761,0.0199321,-0.0182426,-0.00423342,
0.052000000,-0.00848997,-0.0111445,0.00020404,9.83618,-0.0904596,0.630797,0.827479,1,0.000580961,0.000516911,-0.000425089,0.0178753,-0.0162985,-0.00543374,-0.0886395,0.629124,0.827084,1,0.000156231,-4.0137e-05,-0.000414991,0.018344,-0.0170238,-0.00247627,
0.020000000,0.0189002,0.0188841,0.000194957,9.81909,-0.0903179,0.630667,0.827441,1,0.000489707,0.000421969,-0.000406727,4.68015e-310,0,6.95296e-310,-0.0902456,0.630588,0.827503,0.999998,0.00143511,0.00136578,-0.000396915,0.00175465,-0.00189069,0.00124575,
0.028000000,0.0189002,0.0188841,0.000194957,9.81909,-0.0896237,0.63003,0.827287,1,3.43466e-05,-6.73071e-05,-0.000315825,0.017198,-0.0157881,-0.00351401,-0.0902456,0.630588,0.827503,0.999998,0.00143511,0.00136578,-0.000396915,0.00175465,-0.00189069,0.00124575,
0.040000000,-0.0033764,-0.00549704,0.000151571,9.83097,-0.0889651,0.629423,0.827188,1,-0.000304925,-0.000426457,-0.000223405,4.68015e-310,0,6.95296e-310,-0.0879196,0.628454,0.827057,1,-0.000134561,-0.000342106,-0.000308267,0.0167955,-0.0156894,-0.00107722,
0.052000000,0.890273,-0.362235,2.20541e-05,9.96062,-0.0882361,0.628746,0.827119,1,-0.000407384,-0.000557245,-0.000104067,4.68015e-310,0,6.95296e-310,-0.088893,0.627309,0.827851,0.998853,0.0440877,-0.018666,-7.06734e-05,-0.019144,-0.04349,0.0138842,
0.048000000,0.890273,-0.362235,2.20541e-05,9.96062,-0.087575,0.628132,0.827626,0.999974,0.00615525,-0.00367274,0.000127644,4.68015e-310,0,6.95296e-310,-0.088893,0.627309,0.827851,0.998853,0.0440877,-0.018666,-7.06734e-05,-0.019144,-0.04349,0.0138842,
0.040000000,0.816119,-0.32966,-0.000102077,9.9779,-0.0870903,0.627358,0.82901,0.999653,0.0237941,-0.0113082,0.000527315,4.68015e-310,0,6.95296e-310,-0.0884888,0.626162,0.828424,0.998694,0.0469431,-0.0201412,0.000170815,-0.0237415,-0.0529578,0.015118,
0.012000000,0.548943,-0.243642,-0.000269016,9.90867,-0.0870479,0.627167,0.829312,0.999549,0.0271758,-0.0127313,0.000605574,0.00687017,-0.0212076,0.035339,-0.0880203,0.62145,0.833193,0.998198,0.0546018,-0.0248834,0.000610234,-0.0303126,-0.102176,0.0413826,
0.048000000,0.548943,-0.243642,-0.000269016,9.90867,-0.0870995,0.625713,0.831076,0.998821,0.0442567,-0.0199249,0.00100057,4.68015e-310,0,6.95296e-310,-0.0880203,0.62145,0.833193,0.998198,0.0546018,-0.0248834,0.000610234,-0.0303126,-0.102176,0.0413826,
0.040000000,0.387093,-0.151246,-0.000523623,10.0552,-0.0879624,0.622339,0.83359,0.997661,0.0624566,-0.0277349,0.00144395,4.68015e-310,0,6.95296e-310,-0.0893467,0.62062,0.832008,0.997598,0.0635857,-0.0274529,0.00102516,-0.0474461,-0.108296,0.017816,
0.052000000,0.00662642,0.0102391,-0.000916146,10.0782,-0.0899944,0.616486,0.836471,0.996492,0.0765074,-0.0338552,0.00181756,4.68015e-310,0,6.95296e-310,-0.0933631,0.608785,0.837123,0.996484,0.0768382,-0.033341,0.0018223,-0.0672027,-0.154125,0.0130359,
0.048000000,0.00662642,0.0102391,-0.000916146,10.0782,-0.0934373,0.607579,0.840021,0.995628,0.0854893,-0.0375787,0.00214097,4.68015e-310,0,6.95296e-310,-0.0933631,0.608785,0.837123,0.996484,0.0768382,-0.033341,0.0018223,-0.0672027,-0.154125,0.0130359,
0.040000000,-0.113236,0.0593514,-0.0010635,10.0645,-0.0983958,0.595326,0.844282,0.995294,0.0887591,-0.0388,0.00240858,4.68015e-310,0,6.95296e-310,-0.0970871,0.599191,0.840472,0.996203,0.0798462,-0.0346309,0.00212892,-0.0720233,-0.165878,0.0094019,
0.012000000,-0.628123,0.270164,-0.00114036,9.58937,-0.0993692,0.592955,0.845061,0.995283,0.0888783,-0.038824,0.00244828,-0.116388,-0.284466,0.0948588,-0.114273,0.557007,0.852752,0.998016,0.0575436,-0.0254313,0.00237139,-0.177466,-0.424567,0.060689,
0.040000000,-0.718675,0.309343,-0.00121185,9.51591,-0.103668,0.582557,0.848357,0.995341,0.0883542,-0.0385095,0.00259269,-0.136753,-0.330366,0.103996,-0.120492,0.542268,0.856633,0.998349,0.0524916,-0.0231767,0.00251321,-0.194933,-0.464137,0.0634336,
0.040000000,-0.795403,0.341941,-0.00131895,9.46311,-0.111242,0.564406,0.853393,0.995961,0.0823098,-0.0357544,0.00280899,-0.164164,-0.39267,0.102094,-0.130481,0.518614,0.861338,0.998912,0.0425899,-0.0188045,0.002726,-0.215341,-0.510723,0.0586584,
0.048000000,-0.795403,0.341941,-0.00131895,9.46311,-0.119924,0.543719,0.857536,0.997266,0.0677346,-0.0293969,0.00304624,-0.185611,-0.441921,0.0800709,-0.130481,0.518614,0.861338,0.998912,0.0425899,-0.0188045,0.002726,-0.215341,-0.510723,0.0586584,
0.040000000,-0.767265,0.32938,-0.00143637,9.49739,-0.129361,0.521278,0.860375,0.998612,0.0481661,-0.0210636,0.00329563,-0.199313,-0.473818,0.051826,-0.14074,0.494311,0.863646,0.999479,0.0293802,-0.013064,0.00295975,-0.2256,-0.534139,0.0435386,
0.012000000,0.139842,-0.0582865,-0.00160801,9.8545,-0.13098,0.517432,0.860714,0.998805,0.0446552,-0.019584,0.00333736,4.68015e-310,0,6.95296e-310,-0.132986,0.512801,0.860694,0.998407,0.0516489,-0.0224673,0.00326375,-0.0410688,-0.0949077,-0.000660409,
0.048000000,0.139842,-0.0582865,-0.00160801,9.8545,-0.139154,0.498003,0.861868,0.99957,0.0265866,-0.0118762,0.00354785,-0.204585,-0.486268,0.0244111,-0.132986,0.512801,0.860694,0.998407,0.0516489,-0.0224673,0.00326375,-0.0410688,-0.0949077,-0.000660409,
0.040000000,-0.499661,0.215266,-0.00168115,9.66478,-0.14729,0.478651,0.86273,0.99989,0.0129807,-0.00607979,0.0038293,4.68015e-310,0,6.95296e-310,-0.16041,0.44761,0.863557,0.999992,0.00157033,-0.0012008,0.00345199,-0.217126,-0.513521,0.0096439,
0.040000000,0.400182,-0.170923,-0.0018456,9.78455,-0.155196,0.459825,0.863902,0.999963,0.00667766,-0.00342606,0.00419848,-0.196081,-0.467007,0.0304277,-0.148154,0.476725,0.862572,0.999342,0.0330163,-0.0145451,0.00374685,-0.0200033,-0.0450668,-0.00352534,
0.040000000,-0.337818,0.145703,-0.00199525,9.64523,-0.164269,0.43822,0.865556,0.999989,-0.000482309,-0.000315015,0.00472772,-0.186238,-0.443399,0.0367547,-0.174902,0.413024,0.866136,0.999932,-0.010243,0.00378876,0.00408879,-0.195745,-0.463567,0.01423,
0.052000000,-0.245793,0.106834,-0.00254334,9.5987,-0.172797,0.417925,0.867512,0.999982,-0.00281677,0.000635651,0.00533415,-0.17465,-0.41556,0.0407421,-0.190035,0.377034,0.870541,0.999854,-0.0151342,0.00591113,0.00519927,-0.168457,-0.398298,0.0197483,
0.048000000,-0.245793,0.106834,-0.00254334,9.5987,-0.180774,0.398976,0.869141,0.999936,-0.00913066,0.00328249,0.00587138,-0.163137,-0.387296,0.0307033,-0.190035,0.377034,0.870541,0.999854,-0.0151342,0.00591113,0.00519927,-0.168457,-0.398298,0.0197483,
0.040000000,-0.173451,0.0769861,-0.00280253,9.62497,-0.188145,0.381511,0.870041,0.999823,-0.0165479,0.00641067,0.00627494,-0.150052,-0.3553,0.0142955,-0.196656,0.361407,0.871287,0.9998,-0.0178252,0.00707914,0.00572432,-0.153315,-0.361297,0.0121245,
0.012000000,0.508497,-0.219,-0.00304741,9.69232,-0.189308,0.378759,0.870107,0.999799,-0.0177431,0.0069141,0.00632862,4.68015e-310,0,6.95296e-310,-0.188992,0.379657,0.869522,0.999943,0.00774841,-0.00387677,0.00619237,0.0028824,0.00970527,-0.0116042,
0.048000000,0.508497,-0.219,-0.00304741,9.69232,-0.194817,0.365747,0.870092,0.999668,-0.0231957,0.00915201,0.00655285,-0.135016,-0.318733,-0.00313976,-0.188992,0.379657,0.869522,0.999943,0.00774841,-0.00387677,0.00619237,0.0028824,0.00970527,-0.0116042,
0.040000000,0.0187786,-0.00326987,-0.00313261,9.72817,-0.199777,0.354072,0.869768,0.99965,-0.023823,0.00926057,0.00678476,4.68015e-310,0,6.95296e-310,-0.207449,0.336105,0.869326,0.999691,-0.0222574,0.00899109,0.00639147,-0.117658,-0.274415,-0.0121477,
0.040000000,0.518738,-0.220848,-0.00326915,9.6876,-0.205015,0.341814,0.869231,0.999793,-0.0178979,0.00658362,0.00712215,4.68015e-310,0,6.95296e-310,-0.19924,0.355543,0.869143,0.999974,0.00218426,-0.00160813,0.00664156,0.00727104,0.0210102,-0.0122839,
0.052000000,0.343436,-0.143475,-0.00360243,9.70846,-0.209626,0.331154,0.868636,0.999884,-0.0125275,0.00433772,0.00748915,4.68015e-310,0,6.95296e-310,-0.209438,0.331814,0.868139,0.999958,0.00469649,-0.00270919,0.00732314,0.00152416,0.00761419,-0.00990155,
0.020000000,-0.0169747,0.0193744,-0.00361146,9.76386,-0.210343,0.329509,0.868519,0.999902,-0.0111639,0.00374812,0.0075518,-0.0913731,-0.209985,-0.013736,-0.219092,0.309631,0.866918,0.99989,-0.0120206,0.00470832,0.00736361,-0.083286,-0.187289,-0.0183078,
0.028000000,-0.0169747,0.0193744,-0.00361146,9.76386,-0.213757,0.321742,0.867796,0.999965,-0.00272631,0.000169649,0.00784695,4.68015e-310,0,6.95296e-310,-0.219092,0.309631,0.866918,0.99989,-0.0120206,0.00470832,0.00736361,-0.083286,-0.187289,-0.0183078,
0.052000000,0.102366,-0.040126,-0.00391278,9.73031,-0.217603,0.313111,0.866746,0.999945,0.00578655,-0.00327024,0.00815108,4.68015e-310,0,6.95296e-310,-0.217979,0.312378,0.866357,0.999895,0.0109214,-0.00523352,0.00796045,-0.00814297,-0.0163227,-0.00780533,
0.048000000,0.102366,-0.040126,-0.00391278,9.73031,-0.221344,0.304816,0.865619,0.999898,0.0104001,-0.00499746,0.00840518,4.68015e-310,0,6.95296e-310,-0.217979,0.312378,0.866357,0.999895,0.0109214,-0.00523352,0.00796045,-0.00814297,-0.0163227,-0.00780533,
0.040000000,0.0330734,-0.0120114,-0.00403205,9.73657,-0.225065,0.296612,0.864278,0.999827,0.0150601,-0.00680702,0.00859213,4.68015e-310,0,6.95296e-310,-0.22184,0.303746,0.865255,0.999878,0.0120597,-0.00558197,0.0082056,-0.010118,-0.0219512,-0.00730315,
0.052000000,-0.036535,0.0170244,-0.00412022,9.74291,-0.228839,0.288293,0.862634,0.999763,0.0182903,-0.00802338,0.00869603,4.68015e-310,0,6.95296e-310,-0.225689,0.295199,0.863935,0.99986,0.0132278,-0.00596853,0.00838652,-0.0122111,-0.027662,-0.00683853,
0.020000000,-0.383367,0.177726,-0.00418089,9.85575,-0.229477,0.286883,0.862329,0.999755,0.0186294,-0.00815258,0.0087062,-0.0793874,-0.175178,-0.0369717,-0.237922,0.268157,0.858858,0.999963,-0.000612656,0.00056973,0.00850455,-0.0867066,-0.192998,-0.0323183,
0.028000000,-0.383367,0.177726,-0.00418089,9.85575,-0.232718,0.279712,0.860677,0.999737,0.0194666,-0.00846064,0.00873243,4.68015e-310,0,6.95296e-310,-0.237922,0.268157,0.858858,0.999963,-0.000612656,0.00056973,0.00850455,-0.0867066,-0.192998,-0.0323183,
0.040000000,-0.123185,0.0537171,-0.0041869,9.7576,-0.236047,0.272319,0.858902,0.999764,0.0182616,-0.00782027,0.00873588,-0.0835961,-0.185857,-0.0439406,-0.233443,0.278008,0.860396,0.999858,0.013287,-0.00582504,0.00852312,-0.0136607,-0.0320736,-0.00553048,
0.052000000,-0.0968975,0.0407136,-0.00419229,9.77256,-0.239446,0.264729,0.857219,0.999847,0.0139545,-0.00586732,0.00874396,4.68015e-310,0,6.95296e-310,-0.239944,0.263519,0.857031,0.999915,0.0090936,-0.00387131,0.00853423,-0.00932127,-0.0226035,-0.00371449,
0.040000000,-0.0534159,0.0225225,-0.00420749,9.78128,-0.243536,0.255541,0.855313,0.999923,0.00808368,-0.00337753,0.00877529,4.68015e-310,0,6.95296e-310,-0.243824,0.254835,0.85518,0.999946,0.00540389,-0.00227321,0.00856498,-0.00541231,-0.0132397,-0.00263808,
0.048000000,-0.0534159,0.0225225,-0.00420749,9.78128,-0.24753,0.246513,0.853671,0.99996,0.000917609,-0.000373872,0.00883582,4.68015e-310,0,6.95296e-310,-0.243824,0.254835,0.85518,0.999946,0.00540389,-0.00227321,0.00856498,-0.00541231,-0.0132397,-0.00263808,
0.040000000,0.00468935,-0.00168515,-0.0042365,9.78889,-0.251305,0.237946,0.852037,0.999955,-0.00314035,0.00122451,0.0088924,4.68015e-310,0,6.95296e-310,-0.247569,0.246415,0.853582,0.999962,0.00115289,-0.000455861,0.00862401,-0.000794499,-0.0020338,-0.00177341,
0.012000000,-0.24907,0.117969,-0.00426335,9.91698,-0.251907,0.236578,0.851756,0.999953,-0.0035711,0.00139864,0.00889844,-0.0762121,-0.173129,-0.034756,-0.259205,0.220035,0.848824,0.999807,-0.0160761,0.00718493,0.0086808,-0.0678715,-0.153573,-0.0239772,
0.048000000,-0.225674,0.108313,-0.00426604,9.93322,-0.255347,0.228764,0.850008,0.999945,-0.00521189,0.00204162,0.0089066,-0.0700446,-0.159069,-0.0368967,-0.26198,0.213753,0.846941,0.999798,-0.016543,0.00735507,0.00868743,-0.0609014,-0.13738,-0.0245394,
